,1-day,3-hour,1-week
Q1,15.808,11.782666666666666,14.293999999999999
Q2,191.75233333333333,773.3423333333334,238.35733333333334
Q3,11589.579,14138.592333333334,10915.805666666667
Q4,518.6303333333334,458.82166666666666,467.71566666666666
